Timestamp,NF_Instance,PDU_Session_Success_Rate,SBI_Latency_ms,Packet_Drop_Rate_Pct
2026-09-18 18:00:00,AMF_01,99.43,10.5,0.032
2026-09-18 19:00:00,AMF_01,99.19,8.5,0.024
2026-09-18 20:00:00,AMF_01,99.31,7.0,0.016
2026-09-18 21:00:00,AMF_01,99.41,8.9,0.003
2026-09-18 22:00:00,AMF_01,99.43,8.9,0.053
2026-09-18 23:00:00,AMF_01,99.2,6.6,0.019
2026-09-19 00:00:00,AMF_01,99.34,7.4,0.001
2026-09-19 01:00:00,AMF_01,99.48,8.4,0.005
2026-09-19 02:00:00,AMF_01,99.46,8.5,0.019
2026-09-19 03:00:00,AMF_01,99.5,9.3,0.032
2026-09-19 04:00:00,AMF_01,99.41,8.4,0.052
2026-09-19 05:00:00,AMF_01,99.14,10.9,0.002
2026-09-19 06:00:00,AMF_01,99.47,14.5,0.061
2026-09-19 07:00:00,AMF_01,99.49,12.5,0.006
2026-09-19 08:00:00,AMF_01,99.5,11.2,0.013
2026-09-19 09:00:00,AMF_01,99.38,14.3,0.015
2026-09-19 10:00:00,AMF_01,99.5,16.5,0.023
2026-09-19 11:00:00,AMF_01,99.47,15.9,0.029
2026-09-19 12:00:00,AMF_01,99.4,19.8,0.017
2026-09-19 13:00:00,AMF_01,99.21,16.6,0.018
2026-09-19 14:00:00,AMF_01,99.47,18.8,0.031
2026-09-19 15:00:00,AMF_01,99.44,17.2,0.003
2026-09-19 16:00:00,AMF_01,99.43,15.4,0.029
2026-09-19 17:00:00,AMF_01,99.43,13.6,0.036
2026-09-19 18:00:00,AMF_01,99.4,10.9,0.011
2026-09-19 19:00:00,AMF_01,99.49,7.8,0.008
2026-09-19 20:00:00,AMF_01,99.45,11.2,0.004
2026-09-19 21:00:00,AMF_01,99.4,7.1,0.058
2026-09-19 22:00:00,AMF_01,99.42,6.1,0.001
2026-09-19 23:00:00,AMF_01,99.49,11.9,0.005
2026-09-20 00:00:00,AMF_01,99.38,9.7,0.029
2026-09-20 01:00:00,AMF_01,99.19,6.8,0.009
2026-09-20 02:00:00,AMF_01,99.45,5.9,0.02
2026-09-20 03:00:00,AMF_01,99.2,11.1,0.001
2026-09-20 04:00:00,AMF_01,99.46,11.9,0.026
2026-09-20 05:00:00,AMF_01,99.25,12.7,0.0
2026-09-20 06:00:00,AMF_01,99.44,13.0,0.021
2026-09-20 07:00:00,AMF_01,99.28,10.6,0.034
2026-09-20 08:00:00,AMF_01,99.48,13.5,0.065
2026-09-20 09:00:00,AMF_01,99.49,12.6,0.01
2026-09-20 10:00:00,AMF_01,99.29,17.5,0.015
2026-09-20 11:00:00,AMF_01,99.23,17.2,0.005
2026-09-20 12:00:00,AMF_01,99.5,17.9,0.014
2026-09-20 13:00:00,AMF_01,99.36,19.8,0.019
2026-09-20 14:00:00,AMF_01,99.45,15.4,0.011
2026-09-20 15:00:00,AMF_01,99.44,15.1,0.009
2026-09-20 16:00:00,AMF_01,99.42,16.1,0.022
2026-09-20 17:00:00,AMF_01,99.31,14.5,0.012
2026-09-20 18:00:00,AMF_01,99.23,9.1,0.13
2026-09-20 19:00:00,AMF_01,99.42,11.5,0.002
2026-09-20 20:00:00,AMF_01,99.49,7.5,0.01
2026-09-20 21:00:00,AMF_01,99.37,11.0,0.048
2026-09-20 22:00:00,AMF_01,99.38,8.0,0.023
2026-09-20 23:00:00,AMF_01,99.49,5.0,0.066
2026-09-14 00:00:00,SMF_01,99.39,8.5,0.058
2026-09-14 01:00:00,SMF_01,99.42,11.1,0.003
2026-09-14 02:00:00,SMF_01,99.42,8.5,0.029
2026-09-14 03:00:00,SMF_01,99.46,6.8,0.009
2026-09-14 04:00:00,SMF_01,99.43,6.5,0.014
2026-09-14 05:00:00,SMF_01,99.46,9.2,0.011
2026-09-14 06:00:00,SMF_01,99.35,14.4,0.015
2026-09-14 07:00:00,SMF_01,99.47,11.8,0.038
2026-09-14 08:00:00,SMF_01,99.41,13.6,0.006
2026-09-14 09:00:00,SMF_01,99.45,19.3,0.002
2026-09-14 10:00:00,SMF_01,99.32,14.2,0.034
2026-09-14 11:00:00,SMF_01,99.45,17.4,0.043
2026-09-14 12:00:00,SMF_01,99.46,17.0,0.036
2026-09-14 13:00:00,SMF_01,99.48,16.8,0.009
2026-09-14 14:00:00,SMF_01,99.49,15.8,0.0
2026-09-14 15:00:00,SMF_01,99.5,14.8,0.019
2026-09-14 16:00:00,SMF_01,99.4,13.4,0.033
2026-09-14 17:00:00,SMF_01,99.48,14.1,0.023
2026-09-14 18:00:00,SMF_01,99.14,11.3,0.01
2026-09-14 19:00:00,SMF_01,99.39,13.6,0.014
2026-09-14 20:00:00,SMF_01,99.31,9.8,0.04
2026-09-14 21:00:00,SMF_01,99.48,10.4,0.003
2026-09-14 22:00:00,SMF_01,99.5,5.0,0.018
2026-09-14 23:00:00,SMF_01,99.45,5.0,0.036
2026-09-15 00:00:00,SMF_01,99.48,6.7,0.005
2026-09-15 01:00:00,SMF_01,99.33,8.1,0.013
2026-09-15 02:00:00,SMF_01,99.37,10.5,0.01
2026-09-15 03:00:00,SMF_01,99.4,7.2,0.013
2026-09-15 04:00:00,SMF_01,99.45,9.6,0.026
2026-09-15 05:00:00,SMF_01,99.45,12.3,0.003
2026-09-15 06:00:00,SMF_01,99.46,14.1,0.042
2026-09-15 07:00:00,SMF_01,99.12,9.9,0.005
2026-09-15 08:00:00,SMF_01,99.38,13.7,0.065
2026-09-15 09:00:00,SMF_01,99.49,14.7,0.003
2026-09-15 10:00:00,SMF_01,99.4,17.0,0.011
2026-09-15 11:00:00,SMF_01,99.4,21.6,0.02
2026-09-15 12:00:00,SMF_01,99.43,16.5,0.013
2026-09-15 13:00:00,SMF_01,99.46,17.9,0.003
2026-09-15 14:00:00,SMF_01,99.45,13.0,0.01
2026-09-15 15:00:00,SMF_01,99.47,14.2,0.013
2026-09-15 16:00:00,SMF_01,99.49,12.1,0.002
2026-09-15 17:00:00,SMF_01,99.39,16.4,0.001
2026-09-15 18:00:00,SMF_01,99.48,11.7,0.006
2026-09-15 19:00:00,SMF_01,99.49,10.3,0.03
2026-09-15 20:00:00,SMF_01,99.49,9.5,0.009
2026-09-15 21:00:00,SMF_01,99.3,9.4,0.008
2026-09-15 22:00:00,SMF_01,99.42,10.4,0.006
2026-09-15 23:00:00,SMF_01,99.25,7.4,0.003
2026-09-16 00:00:00,SMF_01,99.46,5.0,0.012
2026-09-16 01:00:00,SMF_01,99.49,11.7,0.016
2026-09-16 02:00:00,SMF_01,99.45,8.6,0.028
2026-09-16 03:00:00,SMF_01,99.44,10.9,0.015
2026-09-16 04:00:00,SMF_01,99.46,7.7,0.008
2026-09-16 05:00:00,SMF_01,99.41,12.1,0.028
2026-09-16 06:00:00,SMF_01,99.39,12.4,0.017
2026-09-16 07:00:00,SMF_01,99.4,18.0,0.002
2026-09-16 08:00:00,SMF_01,99.45,15.0,0.059
2026-09-16 09:00:00,SMF_01,99.46,15.9,0.012
2026-09-16 10:00:00,SMF_01,99.49,15.5,0.001
2026-09-16 11:00:00,SMF_01,99.45,15.9,0.075
2026-09-16 12:00:00,SMF_01,99.49,17.4,0.017
2026-09-16 13:00:00,SMF_01,99.43,16.6,0.015
2026-09-16 14:00:00,SMF_01,99.36,16.8,0.001
2026-09-16 15:00:00,SMF_01,99.42,16.7,0.002
2026-09-16 16:00:00,SMF_01,99.41,12.9,0.023
2026-09-16 17:00:00,SMF_01,99.46,9.4,0.007
2026-09-16 18:00:00,SMF_01,99.34,11.0,0.016
2026-09-16 19:00:00,SMF_01,99.44,13.3,0.032
2026-09-16 20:00:00,SMF_01,99.4,11.6,0.006
2026-09-16 21:00:00,SMF_01,99.3,8.9,0.001
2026-09-16 22:00:00,SMF_01,99.48,7.5,0.029
2026-09-16 23:00:00,SMF_01,99.38,5.0,0.031
2026-09-17 00:00:00,SMF_01,99.41,10.0,0.023
2026-09-17 01:00:00,SMF_01,99.42,7.8,0.024
2026-09-17 02:00:00,SMF_01,99.39,10.6,0.016
2026-09-17 03:00:00,SMF_01,99.43,7.2,0.013
2026-09-17 04:00:00,SMF_01,99.42,9.8,0.022
2026-09-17 05:00:00,SMF_01,99.37,11.4,0.026
2026-09-17 06:00:00,SMF_01,99.47,14.3,0.001
2026-09-17 07:00:00,SMF_01,99.47,11.7,0.054
2026-09-17 08:00:00,SMF_01,99.41,12.8,0.006
2026-09-17 09:00:00,SMF_01,99.46,15.0,0.074
2026-09-17 10:00:00,SMF_01,99.25,19.0,0.003
2026-09-17 11:00:00,SMF_01,99.45,22.1,0.027
2026-09-17 12:00:00,SMF_01,99.49,17.3,0.018
2026-09-17 13:00:00,SMF_01,99.3,14.3,0.006
2026-09-17 14:00:00,SMF_01,98.95,12.1,0.001
2026-09-17 15:00:00,SMF_01,99.49,16.9,0.02
2026-09-17 16:00:00,SMF_01,99.32,17.9,0.014
2026-09-17 17:00:00,SMF_01,99.46,10.9,0.044
2026-09-17 18:00:00,SMF_01,99.49,10.3,0.074
2026-09-17 19:00:00,SMF_01,99.28,5.7,0.013
2026-09-17 20:00:00,SMF_01,99.46,9.2,0.001
2026-09-17 21:00:00,SMF_01,99.44,8.1,0.001
2026-09-17 22:00:00,SMF_01,99.37,7.7,0.023
2026-09-17 23:00:00,SMF_01,99.46,7.1,0.023
2026-09-18 00:00:00,SMF_01,99.43,5.0,0.019
2026-09-18 01:00:00,SMF_01,99.27,6.9,0.006
2026-09-18 02:00:00,SMF_01,99.49,11.3,0.018
2026-09-18 03:00:00,SMF_01,99.38,9.5,0.001
2026-09-18 04:00:00,SMF_01,99.43,10.9,0.062
2026-09-18 05:00:00,SMF_01,99.46,7.9,0.006
2026-09-18 06:00:00,SMF_01,99.49,13.3,0.034
2026-09-18 07:00:00,SMF_01,99.49,12.3,0.011
2026-09-18 08:00:00,SMF_01,99.37,17.0,0.014
2026-09-18 09:00:00,SMF_01,99.43,19.6,0.045
2026-09-18 10:00:00,SMF_01,99.46,18.3,0.003
2026-09-18 11:00:00,SMF_01,99.3,15.7,0.01
2026-09-18 12:00:00,SMF_01,99.19,18.7,0.011
2026-09-18 13:00:00,SMF_01,99.37,19.0,0.001
2026-09-18 14:00:00,SMF_01,99.34,16.3,0.017
2026-09-18 15:00:00,SMF_01,99.34,16.5,0.007
2026-09-18 16:00:00,SMF_01,99.38,13.4,0.022
2026-09-18 17:00:00,SMF_01,99.35,14.9,0.004
2026-09-18 18:00:00,SMF_01,99.32,11.1,0.013
2026-09-18 19:00:00,SMF_01,99.35,11.7,0.012
2026-09-18 20:00:00,SMF_01,99.32,11.4,0.009
2026-09-18 21:00:00,SMF_01,99.45,7.6,0.024
2026-09-18 22:00:00,SMF_01,99.46,5.7,0.004
2026-09-18 23:00:00,SMF_01,99.34,7.5,0.07
2026-09-19 00:00:00,SMF_01,99.43,7.1,0.061
2026-09-19 01:00:00,SMF_01,99.26,5.0,0.023
2026-09-19 02:00:00,SMF_01,99.21,7.6,0.039
2026-09-19 03:00:00,SMF_01,99.46,8.0,0.008
2026-09-19 04:00:00,SMF_01,99.46,12.7,0.019
2026-09-19 05:00:00,SMF_01,99.48,10.0,0.008
2026-09-19 06:00:00,SMF_01,99.43,12.8,0.018
2026-09-19 07:00:00,SMF_01,99.46,13.8,0.078
2026-09-19 08:00:00,SMF_01,99.48,13.9,0.059
2026-09-19 09:00:00,SMF_01,99.48,17.4,0.01
2026-09-19 10:00:00,SMF_01,99.49,13.5,0.061
2026-09-19 11:00:00,SMF_01,99.39,17.7,0.012
2026-09-19 12:00:00,SMF_01,99.5,17.6,0.012
2026-09-19 13:00:00,SMF_01,99.37,15.2,0.02
2026-09-19 14:00:00,SMF_01,99.5,13.7,0.013
2026-09-19 15:00:00,SMF_01,99.37,16.1,0.011
2026-09-19 16:00:00,SMF_01,99.49,18.6,0.072
2026-09-19 17:00:00,SMF_01,99.24,12.4,0.03
2026-09-19 18:00:00,SMF_01,99.35,9.3,0.006
2026-09-19 19:00:00,SMF_01,99.4,12.8,0.009
2026-09-19 20:00:00,SMF_01,99.43,8.1,0.006
2026-09-19 21:00:00,SMF_01,99.49,8.9,0.005
2026-09-19 22:00:00,SMF_01,99.25,5.9,0.042
2026-09-19 23:00:00,SMF_01,99.48,10.3,0.023
2026-09-20 00:00:00,SMF_01,99.35,5.0,0.009
2026-09-20 01:00:00,SMF_01,99.45,5.0,0.003
2026-09-20 02:00:00,SMF_01,99.44,8.0,0.024
2026-09-20 03:00:00,SMF_01,99.45,9.7,0.153
2026-09-20 04:00:00,SMF_01,99.35,5.2,0.013
2026-09-20 05:00:00,SMF_01,99.43,13.0,0.063
2026-09-20 06:00:00,SMF_01,99.14,12.1,0.018
2026-09-20 07:00:00,SMF_01,99.49,12.4,0.021
2026-09-20 08:00:00,SMF_01,99.42,14.2,0.021
2026-09-20 09:00:00,SMF_01,99.36,19.4,0.008
2026-09-20 10:00:00,SMF_01,99.37,16.3,0.026
2026-09-20 11:00:00,SMF_01,99.37,15.5,0.001
2026-09-20 12:00:00,SMF_01,99.46,18.7,0.079
2026-09-20 13:00:00,SMF_01,99.25,18.6,0.036
2026-09-20 14:00:00,SMF_01,99.46,15.0,0.028
2026-09-20 15:00:00,SMF_01,99.43,15.5,0.014
2026-09-20 16:00:00,SMF_01,98.85,15.5,0.002
2026-09-20 17:00:00,SMF_01,99.31,13.3,0.002
2026-09-20 18:00:00,SMF_01,99.3,10.3,0.004
2026-09-20 19:00:00,SMF_01,99.43,11.0,0.028
2026-09-20 20:00:00,SMF_01,99.44,10.2,0.008
2026-09-20 21:00:00,SMF_01,99.12,9.5,0.016
2026-09-20 22:00:00,SMF_01,99.42,9.9,0.008
2026-09-20 23:00:00,SMF_01,99.46,10.4,0.006
2026-09-14 00:00:00,UPF_01,99.46,5.0,0.029
2026-09-14 01:00:00,UPF_01,99.47,11.5,0.025
2026-09-14 02:00:00,UPF_01,99.31,7.8,0.024
2026-09-14 03:00:00,UPF_01,99.5,9.0,0.004
2026-09-14 04:00:00,UPF_01,99.43,7.4,0.017
2026-09-14 05:00:00,UPF_01,99.49,10.9,0.016
2026-09-14 06:00:00,UPF_01,99.48,14.1,0.02
2026-09-14 07:00:00,UPF_01,99.38,13.6,0.028
2026-09-14 08:00:00,UPF_01,99.29,17.1,0.024
2026-09-14 09:00:00,UPF_01,99.47,15.9,0.004
2026-09-14 10:00:00,UPF_01,99.27,17.9,0.005
2026-09-14 11:00:00,UPF_01,99.39,19.9,0.019
2026-09-14 12:00:00,UPF_01,99.49,17.6,0.011
2026-09-14 13:00:00,UPF_01,99.24,18.8,0.04
2026-09-14 14:00:00,UPF_01,99.46,19.9,0.043
2026-09-14 15:00:00,UPF_01,99.45,12.7,0.01
2026-09-14 16:00:00,UPF_01,99.47,11.4,0.0
2026-09-14 17:00:00,UPF_01,99.4,11.9,0.014
2026-09-14 18:00:00,UPF_01,99.44,8.1,0.07
2026-09-14 19:00:00,UPF_01,99.07,12.6,0.077
2026-09-14 20:00:00,UPF_01,99.44,6.4,0.009
2026-09-14 21:00:00,UPF_01,99.47,6.8,0.022
2026-09-14 22:00:00,UPF_01,99.35,9.9,0.001
2026-09-14 23:00:00,UPF_01,99.5,5.0,0.014
2026-09-15 00:00:00,UPF_01,99.48,5.0,0.018
2026-09-15 01:00:00,UPF_01,99.47,11.1,0.064
2026-09-15 02:00:00,UPF_01,99.49,5.9,0.011
2026-09-15 03:00:00,UPF_01,99.47,10.1,0.026
2026-09-15 04:00:00,UPF_01,99.45,7.9,0.022
2026-09-15 05:00:00,UPF_01,99.43,9.9,0.03
2026-09-15 06:00:00,UPF_01,99.39,11.6,0.024
2026-09-15 07:00:00,UPF_01,99.01,11.3,0.025
2026-09-15 08:00:00,UPF_01,99.12,15.9,0.083
2026-09-15 09:00:00,UPF_01,99.48,12.8,0.024
2026-09-15 10:00:00,UPF_01,99.44,11.5,0.017
2026-09-15 11:00:00,UPF_01,99.24,15.9,0.037
2026-09-15 12:00:00,UPF_01,99.31,14.3,0.026
2026-09-15 13:00:00,UPF_01,99.5,22.1,0.136
2026-09-15 14:00:00,UPF_01,99.43,14.4,0.038
2026-09-15 15:00:00,UPF_01,99.39,14.1,0.027
2026-09-15 16:00:00,UPF_01,99.15,12.3,0.016
2026-09-15 17:00:00,UPF_01,99.49,15.1,0.036
2026-09-15 18:00:00,UPF_01,99.4,13.3,0.032
2026-09-15 19:00:00,UPF_01,99.15,13.8,0.008
2026-09-15 20:00:00,UPF_01,99.25,12.9,0.043
2026-09-15 21:00:00,UPF_01,99.49,5.7,0.015
2026-09-15 22:00:00,UPF_01,99.39,6.1,0.027
2026-09-15 23:00:00,UPF_01,99.47,6.1,0.012
2026-09-16 00:00:00,UPF_01,99.49,10.9,0.02
2026-09-16 01:00:00,UPF_01,99.32,5.6,0.012
2026-09-16 02:00:00,UPF_01,99.43,5.0,0.002
2026-09-16 03:00:00,UPF_01,99.45,7.8,0.026
2026-09-16 04:00:00,UPF_01,99.23,6.3,0.014
2026-09-16 05:00:00,UPF_01,99.5,14.8,0.095
2026-09-16 06:00:00,UPF_01,99.45,16.9,0.013
2026-09-16 07:00:00,UPF_01,98.99,14.3,0.005
2026-09-16 08:00:00,UPF_01,99.24,13.2,0.006
2026-09-16 09:00:00,UPF_01,99.34,14.1,0.018
2026-09-16 10:00:00,UPF_01,99.47,16.3,0.013
2026-09-16 11:00:00,UPF_01,99.41,15.3,0.007
2026-09-16 12:00:00,UPF_01,99.34,19.4,0.002
2026-09-16 13:00:00,UPF_01,99.44,16.6,0.009
2026-09-16 14:00:00,UPF_01,99.43,13.5,0.006
2026-09-16 15:00:00,UPF_01,99.19,17.1,0.003
2026-09-16 16:00:00,UPF_01,99.38,17.8,0.005
2026-09-16 17:00:00,UPF_01,99.49,13.8,0.003
2026-09-16 18:00:00,UPF_01,99.44,10.1,0.012
2026-09-16 19:00:00,UPF_01,99.43,11.2,0.014
2026-09-16 20:00:00,UPF_01,99.37,7.8,0.011
2026-09-16 21:00:00,UPF_01,99.24,7.1,0.018
2026-09-16 22:00:00,UPF_01,99.3,9.3,0.0
2026-09-16 23:00:00,UPF_01,99.2,5.0,0.011
2026-09-17 00:00:00,UPF_01,99.19,7.9,0.014
2026-09-17 01:00:00,UPF_01,99.37,7.6,0.0
2026-09-17 02:00:00,UPF_01,99.5,7.7,0.015
2026-09-17 03:00:00,UPF_01,99.48,9.3,0.026
2026-09-17 04:00:00,UPF_01,99.43,5.9,0.039
2026-09-17 05:00:00,UPF_01,99.45,10.3,0.003
2026-09-17 06:00:00,UPF_01,99.48,11.3,0.006
2026-09-17 07:00:00,UPF_01,99.45,12.8,0.008
2026-09-17 08:00:00,UPF_01,99.5,13.5,0.007
2026-09-17 09:00:00,UPF_01,99.43,16.1,0.015
2026-09-17 10:00:00,UPF_01,99.33,15.7,0.005
2026-09-17 11:00:00,UPF_01,99.39,19.0,0.02
2026-09-17 12:00:00,UPF_01,99.28,21.2,0.004
2026-09-17 13:00:00,UPF_01,99.5,13.1,0.019
2026-09-17 14:00:00,UPF_01,99.33,19.6,0.015
2026-09-17 15:00:00,UPF_01,99.48,14.3,0.007
2026-09-17 16:00:00,UPF_01,99.37,15.0,0.014
2026-09-17 17:00:00,UPF_01,99.48,11.4,0.002
2026-09-17 18:00:00,UPF_01,99.5,12.9,0.002
2026-09-17 19:00:00,UPF_01,99.41,10.4,0.001
2026-09-17 20:00:00,UPF_01,99.37,11.0,0.0
2026-09-17 21:00:00,UPF_01,99.43,10.4,0.012
2026-09-17 22:00:00,UPF_01,99.45,5.1,0.0
2026-09-17 23:00:00,UPF_01,99.43,6.5,0.003
2026-09-18 00:00:00,UPF_01,99.47,6.9,0.004
2026-09-18 01:00:00,UPF_01,98.82,5.0,0.011
2026-09-18 02:00:00,UPF_01,99.35,9.2,0.043
2026-09-18 03:00:00,UPF_01,99.37,8.7,0.035
2026-09-18 04:00:00,UPF_01,99.47,8.6,0.013
2026-09-18 05:00:00,UPF_01,99.5,10.7,0.02
2026-09-18 06:00:00,UPF_01,99.24,16.0,0.002
2026-09-18 07:00:00,UPF_01,99.36,14.5,0.05
2026-09-18 08:00:00,UPF_01,99.46,15.9,0.023
2026-09-18 09:00:00,UPF_01,99.41,13.9,0.018
2026-09-18 10:00:00,UPF_01,99.44,16.3,0.085
2026-09-18 11:00:00,UPF_01,99.48,16.9,0.001
2026-09-18 12:00:00,UPF_01,99.5,17.1,0.02
2026-09-18 13:00:00,UPF_01,99.46,16.7,0.002
2026-09-18 14:00:00,UPF_01,99.16,18.4,0.074
2026-09-18 15:00:00,UPF_01,99.22,16.2,0.037
